"Barbarian",,,,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false",,,,,,,
"BoarRider_lvl4",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"BoarRider4_Run1","true",,,,,,,
,"idle","false",1,,"BoarRider4_Idle1_3","true",,,,,,,
,"attack","true",1,11,"BoarRider4_Attack1","false",,,,,,,
,"celebrate","false",,,"BoarRider4_Run1_3","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false",,,,,,,
"WarriorGirl_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"WarriorGirl_lvl1_Run1","true",,,,,,,100
,"idle","false",1,,"WarriorGirl_lvl1_Idle1_3","true",,,,,,,100
,"attack","true",1,10,"WarriorGirl_lvl1_Attack1","false",,,,,,,100
,"celebrate","false",,,"WarriorGirl_lvl1_Idle1_3","false",,,,,,,100
,"die","false",1,,"barbarian_death_1","false",,,,,,,100
"WarriorGirl_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"WarriorGirl_lvl2_Run1","true",,,,,,,100
,"idle","false",1,,"WarriorGirl_lvl2_Idle1_3","true",,,,,,,100
,"attack","true",1,10,"WarriorGirl_lvl2_Attack1","false",,,,,,,100
,"celebrate","false",,,"WarriorGirl_lvl2_Idle1_3","false",,,,,,,100
,"die","false",1,,"barbarian_death_1","false",,,,,,,100
"WarriorGirl_lvl3",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"WarriorGirl_lvl3_Run1","true",,,,,,,100
,"idle","false",1,,"WarriorGirl_lvl3_Idle1_3","true",,,,,,,100
,"attack","true",1,10,"WarriorGirl_lvl3_Attack1","false",,,,,,,100
,"celebrate","false",,,"WarriorGirl_lvl3_Idle1_3","false",,,,,,,100
,"die","false",1,,"barbarian_death_1","false",,,,,,,100
"GolemSmall_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"golem_lvl1_walk1","true",,,,,,,75
,"idle","true",,,"golem_lvl1_idle1","true",,,,,,,75
,"attack","true",,11,"golem_lvl1_attack1","false",,,,,,,75
,"celebrate","true",,,"golem_lvl1_attack1","true",,,,,,,75
,"die","false",,,"barbarian_death_1","false",,,,,,,
"GolemSmall_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"golem_lvl2_walk1","true",,,,,,,75
,"idle","true",,,"golem_lvl2_idle1","true",,,,,,,75
,"attack","true",,11,"golem_lvl2_attack1","false",,,,,,,75
,"celebrate","true",,,"golem_lvl2_attack1","true",,,,,,,75
,"die","false",,,"barbarian_death_1","false",,,,,,,
"GolemSmall_lvl3",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"golem_lvl3_walk1","true",,,,,,,75
,"idle","true",,,"golem_lvl3_idle1","true",,,,,,,75
,"attack","true",,11,"golem_lvl3_attack1","false",,,,,,,75
,"celebrate","true",,,"golem_lvl3_attack1","true",,,,,,,75
,"die","false",,,"barbarian_death_1","false",,,,,,,
"Golem_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"golem_lvl1_walk1","true",,,,,,,120
,"idle","true",,,"golem_lvl1_idle1","true",,,,,,,120
,"attack","true",,11,"golem_lvl1_attack1","false",,,,,,,120
,"celebrate","true",,,"golem_lvl1_idle1","true",,,,,,,120
,"die","false",,,"barbarian_death_1","false",,,,,,,
"Golem_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"golem_lvl2_walk1","true",,,,,,,120
,"idle","true",,,"golem_lvl2_idle1","true",,,,,,,120
,"attack","true",,11,"golem_lvl2_attack1","false",,,,,,,120
,"celebrate","true",,,"golem_lvl2_idle1","true",,,,,,,120
,"die","false",,,"barbarian_death_1","false",,,,,,,
"Golem_lvl3",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"golem_lvl3_walk1","true",,,,,,,120
,"idle","true",,,"golem_lvl3_idle1","true",,,,,,,120
,"attack","true",,11,"golem_lvl3_attack1","false",,,,,,,120
,"celebrate","true",,,"golem_lvl3_idle1","true",,,,,,,120
,"die","false",,,"barbarian_death_1","false",,,,,,,
"Necromancer_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"necromancer_lvl1_run","true",,,,,,,
,"idle","true",,,"necromancer_lvl1_idle1","true",,,,,,,
,"attack","true",,9,"necromancer_lvl1_attack1","false",,,,,,,
,"celebrate","true",,,"necromancer_lvl1_idle1","true",,,,,,,
,"die","false",,,"barbarian_death_1","false",,,,,,,
,"attack2","true",,22,"necromancer_lvl1_summon","false",,,,,,,
"Necromancer_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"necromancer_lvl2_run","true",,,,,,,
,"idle","true",,,"necromancer_lvl2_idle1","true",,,,,,,
,"attack","true",,9,"necromancer_lvl2_attack1","false",,,,,,,
,"celebrate","true",,,"necromancer_lvl2_idle1","true",,,,,,,
,"die","false",,,"barbarian_death_1","false",,,,,,,
,"attack2","true",,22,"necromancer_lvl2_summon","false",,,,,,,
"Skeleton",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"skele_warrior1_run1","true",,,,,,,
,"idle","true",1,,"skele_warrior1_idle1","true",,,,,,,
,"attack","true",,8,"skele_warrior1_attack1","false",,,,,,,
,"die","false",,,"barbarian_death_1","false",,,,,,,
,"spawn","false",,,"skele_warrior1_spawn1_3","false",,,,,,,
"AirTank_old",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"chariot1_idle","true",,,,,,,
,"idle","true",1,,"chariot1_idle","true",,,,,,,
,"attack","true",1,,"chariot1_idle","false",,,,,,,
,"celebrate","true",4,,"chariot1_idle","true",,,,,,,
,"die","false",1,,"balloon1_die1","false",,,,,,,
"AirTank",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","false",,,"Stone_Gargoyle1_fly_1","true",,,,,,,
,"idle","false",1,,"Stone_Gargoyle1_fly_1","true",,,,,,,
,"attack","false",1,,"Stone_Gargoyle1_fly_1","false",,,,,,,
,"celebrate","false",4,,"Stone_Gargoyle1_fly_1","true",,,,,,,
,"die","false",1,,"balloon1_die1","false",,,,,,,
"ADSeeker_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"Stone_Gargoyle1_fly","true",,,,,,,90
,"idle","true",1,,"Stone_Gargoyle1_fly","true",,,,,,,90
,"attack","true",1,,"Stone_Gargoyle1_fly","false",,,,,,,90
,"celebrate","false",4,,"Stone_Gargoyle1_fly_1","true",,,,,,,90
,"die","false",1,,"barbarian_death_1","true",,,,,,,
"ADSeeker_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"Stone_Gargoyle1_fly","true",,,,,,,95
,"idle","true",1,,"Stone_Gargoyle1_fly","true",,,,,,,95
,"attack","true",1,,"Stone_Gargoyle1_fly","false",,,,,,,95
,"celebrate","false",4,,"Stone_Gargoyle1_fly_1","true",,,,,,,95
,"die","false",1,,"barbarian_death_1","true",,,,,,,
"ADSeeker_lvl3",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"Stone_Gargoyle3_fly","true",,,,,,,100
,"idle","true",1,,"Stone_Gargoyle3_fly","true",,,,,,,100
,"attack","true",1,,"Stone_Gargoyle3_fly","false",,,,,,,100
,"celebrate","false",4,,"Stone_Gargoyle3_fly_1","true",,,,,,,100
,"die","false",1,,"barbarian_death_1","true",,,,,,,
"ADSeeker_lvl4",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"Stone_Gargoyle3_fly","true",,,,,,,100
,"idle","true",1,,"Stone_Gargoyle3_fly","true",,,,,,,100
,"attack","true",1,,"Stone_Gargoyle3_fly","false",,,,,,,100
,"celebrate","false",4,,"Stone_Gargoyle3_fly_1","true",,,,,,,100
,"die","false",1,,"barbarian_death_1","true",,,,,,,
"TinyBaby_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",1,,"tinybaby_lvl1_fly","true",,,,,,,70
,"idle","true",1,,"tinybaby_lvl1_fly","true",,,,,,,70
,"attack","true",1,,"tinybaby_lvl1_fly","false",,,,,,,70
,"celebrate","false",4,,"tinybaby_lvl1_fly_1","false",,,,,,,70
,"die","false",1,,"barbarian_death_1","true",,,,,,,100
"Airskeleton",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",1,,"air_skeleton_idle_height1","true",,,,,,,
,"idle","true",1,,"air_skeleton_idle_height1","true",,,,,,,
,"attack","true",1,,"air_skeleton_attack_height1","false",,,,,,,
,"celebrate","false",4,,"air_skeleton_idle_height1_3","false",,,,,,,
,"die","false",1,,"barbarian_death_1","true",,,,,,,
,"spawn","true",,,"air_skeleton_spawn1","false",,,,,,,
"Prototype_Ghost",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","false",,,"barbarian_death_1","true",255,255,255,,,,300
,"idle","false",1,,"barbarian_death_1","true",255,255,255,,,,300
,"attack","false",1,11,"barbarian_death_1","true",255,255,255,,,,300
,"celebrate","false",1,,"barbarian_death_1","true",255,255,255,,,,300
,"die","false",1,,"barbarian_death_1","true",255,255,255,,,,300
,"spawn","false",1,,"barbarian_death_1","true",255,255,255,,,,300
"prototype_bee",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"Gargoyle1_FastFly","true",205,166,205,0,0,0,50
,"idle","true",1,,"Gargoyle1_fly","true",205,166,205,0,0,0,50
,"attack","true",1,8,"Gargoyle1_Attack2","false",205,166,205,0,0,0,50
,"celebrate","false",,,"Gargoyle1_Attack2_3","false",205,166,205,0,0,0,50
,"die","false",1,,"barbarian_death_1","true",205,166,205,0,0,0,50
"elder_ground_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"elder_lvl1_walk1","true",,,,,,,
,"idle","true",1,,"elder_lvl1_idle1","true",,,,,,,
,"sleep","false",1,,"elder_lvl1_sleep1","true",,,,,,,
,"attack","true",1,12,"elder_lvl1_ground_attack1","false",,,,,,,
,"celebrate","false",1,,"elder_lvl1_cheer1","false",,,,,,,
,"die","false",1,,"elder_lvl1_stunned1","true",,,,,,,
,"attack2","true",,5,"elder_lvl1_summon1","false",,,,,,,
"elder_air_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"elder_lvl1_fly1","true",,,,,,,
,"idle","true",1,,"elder_lvl1_fly_idle1","true",,,,,,,
,"sleep","false",1,,"elder_lvl1_sleep1","true",,,,,,,
,"attack","true",1,13,"elder_lvl1_air_attack1","false",,,,,,,
,"celebrate","false",1,,"elder_lvl1_fly_cheer1","false",,,,,,,
,"die","false",1,,"elder_lvl1_fly_stunned1","true",,,,,,,
,"attack2","true",,5,"elder_lvl1_fly_summon1","false",,,,,,,
"elder_ground_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"elder_lvl2_walk1","true",,,,,,,
,"idle","true",1,,"elder_lvl2_idle1","true",,,,,,,
,"sleep","false",1,,"elder_lvl2_sleep1","true",,,,,,,
,"attack","true",1,12,"elder_lvl2_ground_attack1","false",,,,,,,
,"celebrate","false",1,,"elder_lvl2_cheer1","false",,,,,,,
,"die","false",1,,"elder_lvl2_stunned1","true",,,,,,,
,"attack2","true",,5,"elder_lvl2_summon1","false",,,,,,,
"elder_air_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",,,"elder_lvl2_fly1","true",,,,,,,
,"idle","true",1,,"elder_lvl2_fly_idle1","true",,,,,,,
,"sleep","false",1,,"elder_lvl2_sleep1","true",,,,,,,
,"attack","true",1,13,"elder_lvl2_air_attack1","false",,,,,,,
,"celebrate","false",1,,"elder_lvl2_fly_cheer1","false",,,,,,,
,"die","false",1,,"elder_lvl2_fly_stunned1","true",,,,,,,
,"attack2","true",,5,"elder_lvl2_fly_summon1","false",,,,,,,
"rocketeer_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping",,,,,,,
,"String","boolean","int","int","String","boolean",,,,,,,
,"walk","true",1,,"rocketeer_lvl1_fly1","true",,,,,,,
,"idle","true",1,,"rocketeer_lvl1_idle1","true",,,,,,,
,"attack","true",1,,"rocketeer_lvl1_fly1","false",,,,,,,
,"celebrate","false",1,,"rocketeer_lvl1_cheer1_1","false",,,,,,,
,"die","false",1,,"barbarian_death_1","true",,,,,,,
"Troll_lvl1",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"troll_lvl1_walk1","true",,,,,,,
,"idle","true",1,,"troll_lvl1_idle1","true",,,,,,,
,"attack","true",1,14,"troll_lvl1_attack1","false",,,,,,,
,"celebrate","false",1,,"troll_lvl1_idle1_1","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false",,,,,,,
"Troll_lvl2",,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"troll_lvl2_walk1","true",,,,,,,
,"idle","true",1,,"troll_lvl2_idle1","true",,,,,,,
,"attack","true",1,14,"troll_lvl2_attack1","false",,,,,,,
,"celebrate","false",1,,"troll_lvl2_idle1_1","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false",,,,,,,
